seqnames,start,end,width,strand,score,gene,peak,zscore,pvalue,p_adjusted
chr6,26103876,26216774,112899,*,0.0640160174643031,HIST1H4C,chr6-26216342-26217206,3.76280536125306,8.40089826711438e-05,0.000499505080255372
chr6,26103876,26233863,129988,*,0.0717548930373477,HIST1H4C,chr6-26233452-26234274,4.7555557510309,9.8950617241049e-07,1.37901698363104e-05
chr6,26103876,26235002,131127,*,0.0580632653306307,HIST1H4C,chr6-26234589-26235415,4.53651948418186,2.85951040440467e-06,3.33056984783558e-05
chr6,26103876,26250270,146395,*,0.0549875158301508,HIST1H4C,chr6-26249890-26250649,2.8725342010289,0.002035970005817,0.00585496036922676
chr6,26103876,26272913,169038,*,0.0602810624392311,HIST1H4C,chr6-26272462-26273364,3.47421320394514,0.000256176876088834,0.00119582274588612
chr6,26103876,26285513,181638,*,0.061193704764361,HIST1H4C,chr6-26285055-26285970,3.45069552626447,0.000279571990696102,0.00127660619236421
chr6,26103876,26457874,353999,*,0.0629218234092401,HIST1H4C,chr6-26457331-26458416,3.92233096625411,4.38482075595344e-05,0.000301190964176745
chr6,26103876,26572724,468849,*,0.0509553481942806,HIST1H4C,chr6-26572394-26573054,2.82332241884472,0.00237643738524814,0.00654436383304769
chr6,26103950,26199520,95571,*,0.0538758897334351,HIST1H2BF,chr6-26103488-26104411,3.79927867876098,7.25589203013121e-05,0.00044288495404168
chr6,26124054,26124145,92,*,0.0718621803974006,HIST1H2AC,chr6-26123597-26124510,3.50434269769965,0.000228867949712019,0.00108836415533664
chr6,26124054,26156354,32301,*,0.069506270969069,HIST1H1E,chr6-26123597-26124510,2.92780353535975,0.00170682836836918,0.00513159171564631
chr6,26124054,26197250,73197,*,0.0899074714417114,HIST1H3D,chr6-26123597-26124510,4.18258760838335,1.44104950037277e-05,0.000125428532324864
chr6,26124054,26199520,75467,*,0.0611584353952835,HIST1H2BF,chr6-26123597-26124510,3.35337397448581,0.00039916380075442,0.00167662704463224
chr6,26124054,26234933,110880,*,0.0809170398870583,HIST1H1D,chr6-26123597-26124510,4.20253898204842,1.31968888976415e-05,0.000117408483882707
chr6,26124054,26250605,126552,*,0.0664794828730405,HIST1H3F,chr6-26123597-26124510,3.69686400239507,0.000109139599527027,0.000612655586634835
chr6,26124054,26251651,127598,*,0.0843995422154512,HIST1H2BH,chr6-26123597-26124510,4.76982647118644,9.21923434295984e-07,1.29985812870621e-05
chr6,26124054,26271815,147762,*,0.0570233390004578,HIST1H3G,chr6-26123597-26124510,2.87318562002665,0.002031776434897,0.00585258421091598
chr6,26124145,26158005,33861,*,0.0603984496934234,HIST1H2AC,chr6-26157570-26158440,3.52010029650841,0.000215691820357176,0.00103651555039842
chr6,26124145,26360859,236715,*,0.0964102150724724,HIST1H2AC,chr6-26360421-26361297,4.76098938931941,9.63230889987492e-07,1.35413975262965e-05
chr6,26156337,26156354,18,*,0.0504419266621816,HIST1H1E,chr6-26155904-26156769,2.87380088894523,0.00202782278460117,0.00584818269578159
chr6,26156337,26251651,95315,*,0.0507607767500573,HIST1H2BH,chr6-26155904-26156769,3.65107739142959,0.000130571263895821,0.000704266928977234
chr6,26156337,26271815,115479,*,0.0505866787963333,HIST1H3G,chr6-26155904-26156769,2.92748468760392,0.00170857943518552,0.00513319005387202
chr6,26156354,26158005,1652,*,0.0727636681196898,HIST1H1E,chr6-26157570-26158440,4.11007390430803,1.97766253253348e-05,0.000163013482596179
chr6,26156354,26199454,43101,*,0.0618729974904241,HIST1H1E,chr6-26199004-26199904,2.6715775336348,0.00377478146808788,0.00924428452977132
chr6,26156354,26216774,60421,*,0.0719275097628056,HIST1H1E,chr6-26216342-26217206,3.49142729699244,0.000240223601300336,0.00113453301221373
chr6,26156354,26233863,77510,*,0.0723128281926761,HIST1H1E,chr6-26233452-26234274,3.18238102895684,0.000730347564129653,0.00268388225421166
chr6,26156354,26235002,78649,*,0.0531383984340415,HIST1H1E,chr6-26234589-26235415,3.25150026631089,0.000573988340379311,0.00223748728965969
chr6,26156354,26272913,116560,*,0.0571431304877416,HIST1H1E,chr6-26272462-26273364,2.62848278992839,0.00428833475856662,0.0101513746714817
chr6,26158005,26197250,39246,*,0.0901592042058824,HIST1H3D,chr6-26157570-26158440,4.79129342571657,8.28547874092129e-07,1.21436408780311e-05
chr6,26158005,26234933,76929,*,0.0779518995991348,HIST1H1D,chr6-26157570-26158440,4.60929533359868,2.02018026075029e-06,2.49138343154421e-05
chr6,26158005,26250605,92601,*,0.0550731101870198,HIST1H3F,chr6-26157570-26158440,3.93451865054973,4.16817978430002e-05,0.000288363886942535
chr6,26158005,26251651,93647,*,0.0609965149322762,HIST1H2BH,chr6-26157570-26158440,4.48959155054918,3.56799364897808e-06,3.98366593677799e-05
chr6,26158005,26271815,113811,*,0.0604345641569182,HIST1H3G,chr6-26157570-26158440,3.50369254779745,0.000229427397469169,0.00108994966561215
chr6,26197250,26199454,2205,*,0.0809741387750219,HIST1H3D,chr6-26199004-26199904,4.02478917118998,2.85131908249161e-05,0.000212833755662144
chr6,26197250,26216774,19525,*,0.0702559618833836,HIST1H3D,chr6-26216342-26217206,3.90336200888149,4.74328233054396e-05,0.000319855768816685
chr6,26197250,26233863,36614,*,0.0939509496115812,HIST1H3D,chr6-26233452-26234274,4.72155751811863,1.17022711125407e-06,1.57182037060366e-05
chr6,26197250,26235002,37753,*,0.0682200761607782,HIST1H3D,chr6-26234589-26235415,4.72630428253348,1.14321477470793e-06,1.54414051642623e-05
chr6,26197250,26272913,75664,*,0.0651493519431722,HIST1H3D,chr6-26272462-26273364,3.42106676069004,0.000311880091947196,0.00138578498838879
chr6,26197250,26285513,88264,*,0.0503941101048599,HIST1H3D,chr6-26285055-26285970,2.64979619541997,0.00402701696826274,0.00971885676724872
chr6,26199454,26199520,67,*,0.065139316267117,HIST1H2BF,chr6-26199004-26199904,3.86214898713235,5.61969928104329e-05,0.000366338405859597
chr6,26199454,26216975,17522,*,0.059670349748976,HIST1H2AE,chr6-26199004-26199904,3.83814774946864,6.19829435042113e-05,0.000395869872287823
chr6,26199454,26234933,35480,*,0.051753290926217,HIST1H1D,chr6-26199004-26199904,2.76245022169665,0.00286846545078818,0.00759568391197177
chr6,26199520,26233863,34344,*,0.0940410424100115,HIST1H2BF,chr6-26233452-26234274,4.6458183008569,1.69365524094998e-06,2.17781481916289e-05
chr6,26199520,26235002,35483,*,0.0553685071718175,HIST1H2BF,chr6-26234589-26235415,4.16284838295658,1.57151038026572e-05,0.000134836709139525
chr6,26199520,26240335,40816,*,0.0516986561482954,HIST1H2BF,chr6-26239884-26240786,2.84373562620645,0.00222940137430969,0.00624626183790279
chr6,26199520,26272913,73394,*,0.0555473901478981,HIST1H2BF,chr6-26272462-26273364,2.95380208546973,0.0015694261783006,0.00481303038403062
chr6,26199520,26285513,85994,*,0.0556235995289902,HIST1H2BF,chr6-26285055-26285970,2.87948664946589,0.00199161581058139,0.00578180098652829
chr6,26204543,26271815,67273,*,0.0718287490310428,HIST1H3G,chr6-26204086-26205000,3.78425450839376,7.70849987123166e-05,0.000464629829738488
chr6,26216774,26216975,202,*,0.0574953933739233,HIST1H2AE,chr6-26216342-26217206,3.11045136399282,0.000934008278374695,0.00325183243200201
chr6,26216774,26234933,18160,*,0.0523954087688485,HIST1H1D,chr6-26216342-26217206,3.203115429356,0.000679747392298343,0.00253483562134925
chr6,26216774,26251651,34878,*,0.0502064840575503,HIST1H2BH,chr6-26216342-26217206,3.50904163854746,0.000224862245934907,0.00107223984361477
chr6,26216774,26271815,55042,*,0.0936936381595624,HIST1H3G,chr6-26216342-26217206,6.35065561490163,1.07199600878384e-10,5.87405085722237e-09
chr6,26216975,26233863,16889,*,0.0546403608636169,HIST1H2AE,chr6-26233452-26234274,3.23914509258459,0.000599442842465651,0.00230503459838068
chr6,26233863,26234933,1071,*,0.0678259937275431,HIST1H1D,chr6-26233452-26234274,3.33372484043592,0.000428456913854945,0.00177493061736129
chr6,26233863,26251651,17789,*,0.0641396821197099,HIST1H2BH,chr6-26233452-26234274,4.16355344646039,1.56666319132029e-05,0.000134660426177298
chr6,26233863,26271815,37953,*,0.0530096242934141,HIST1H3G,chr6-26233452-26234274,3.37504004844256,0.000369024748182543,0.00158031734967693
chr6,26234933,26285513,50581,*,0.0675141468288538,HIST1H1D,chr6-26285055-26285970,3.52184998435075,0.000214273288226665,0.00103322579582898
chr6,26234933,26568920,333988,*,0.0684411512374812,HIST1H1D,chr6-26568483-26569356,5.04186292612052,2.30510744876869e-07,4.13205506243964e-06
chr6,26240335,26271815,31481,*,0.0540715790342135,HIST1H3G,chr6-26239884-26240786,3.08276415898985,0.00102543809423748,0.00347237534439126
chr6,26251651,26272913,21263,*,0.0557735545343883,HIST1H2BH,chr6-26272462-26273364,3.65920294267529,0.000126500464062606,0.000687694743754097
chr6,26251651,26285513,33863,*,0.057510138295794,HIST1H2BH,chr6-26285055-26285970,3.40304428425536,0.000333197392858717,0.00145532411989559
chr6,26271815,26272913,1099,*,0.0685651701221268,HIST1H3G,chr6-26272462-26273364,3.6497360810827,0.000131254940691924,0.000707163490521181
chr6,27132750,27139342,6593,*,0.149542714154085,HIST1H2BJ,chr6-27138902-27139782,10.4008549858553,1.22859224905652e-25,7.40533978118817e-23
chr6,27132893,27133042,150,*,0.079790272646242,HIST1H2AG,chr6-27132437-27133348,4.40514672967174,5.28561493055322e-06,5.44599042630933e-05
chr6,27133042,27139342,6301,*,0.172341868676585,HIST1H2AG,chr6-27138902-27139782,11.1837591739914,2.44853676899981e-29,3.93561476670569e-26
chr6,27133042,27147052,14011,*,0.0656554374688504,HIST1H2AG,chr6-27146622-27147481,3.08724111118863,0.00101011830002466,0.00343739621927939
chr6,27139342,27147129,7788,*,0.0864347268469653,HIST1H2AH,chr6-27138902-27139782,6.47324929192346,4.79587523169201e-11,2.84330520931102e-09
chr6,27147052,27147129,78,*,0.0521490539323104,HIST1H2AH,chr6-27146622-27147481,3.10353352323127,0.000956122848449012,0.00330970881207548
chr6,27807973,27865355,57383,*,0.0625044366657834,HIST1H2AL,chr6-27807534-27808411,3.00252599567312,0.00133874552375025,0.00424420178535419
chr6,27807973,27867529,59557,*,0.0691070059308454,HIST1H1B,chr6-27807534-27808411,3.38108140483513,0.00036100574600576,0.00155425866717837
chr6,27810126,27867529,57404,*,0.0624529018748346,HIST1H1B,chr6-27809706-27810546,2.95555907109564,0.00156051462366515,0.00479286720720597
chr6,27814740,27814912,173,*,0.135966619299761,HIST1H2AJ,chr6-27814480-27815343,8.99467730315303,1.1846360047206e-19,2.72014991179178e-17
chr6,27814740,27838434,23695,*,0.103381312568553,HIST1H2AJ,chr6-27838008-27838859,5.86193673139658,2.28749677003055e-09,9.19192452090608e-08
chr6,27814740,27867499,52760,*,0.117934193172802,HIST1H2AJ,chr6-27867070-27867927,6.75075836269429,7.35371839764095e-12,5.37267122930676e-10
chr6,27814740,27890822,76083,*,0.0542702493131687,HIST1H2AJ,chr6-27890364-27891279,2.23857927533629,0.0125916519803576,0.0214278149675498
chr6,27814912,27838339,23428,*,0.0562163291627035,HIST1H2AK,chr6-27814480-27815343,3.80045912795632,7.2214119796199e-05,0.000441339018577024
chr6,27814912,27865355,50444,*,0.159195684416242,HIST1H2AL,chr6-27814480-27815343,8.90823598287008,2.59254701861466e-19,5.43533118424343e-17
chr6,27814912,27867529,52618,*,0.123905311594662,HIST1H1B,chr6-27814480-27815343,6.24723637403151,2.08889290792897e-10,1.06027806337195e-08
chr6,27824773,27867529,42757,*,0.0599598931953569,HIST1H1B,chr6-27824496-27825050,3.64331360869018,0.00013457528773881,0.000720224236932899
chr6,27838339,27867499,29161,*,0.0615457025962604,HIST1H2AK,chr6-27867070-27867927,4.43183264708825,4.67177635113208e-06,4.92938852629298e-05
chr6,27838434,27865355,26922,*,0.0755180126556098,HIST1H2AL,chr6-27838008-27838859,3.82068286441911,6.65413444927272e-05,0.000416629674148726
chr6,27838434,27867529,29096,*,0.0921310624389637,HIST1H1B,chr6-27838008-27838859,4.68959217782798,1.36875047899854e-06,1.80331005730354e-05
chr6,27865210,27867529,2320,*,0.0628353505329011,HIST1H1B,chr6-27864772-27865648,3.19420149743092,0.000701091052795524,0.00260251043616629
chr6,27865355,27867499,2145,*,0.0998663577093171,HIST1H2AL,chr6-27867070-27867927,5.01914997544544,2.59503098073506e-07,4.48503203910555e-06
chr6,27865355,27873512,8158,*,0.0875210473109438,HIST1H2AL,chr6-27873068-27873956,3.44156352628434,0.000289181324586295,0.00130564826512651
chr6,27865355,27890822,25468,*,0.085956723724908,HIST1H2AL,chr6-27890364-27891279,3.66096121131889,0.00012563540064792,0.000683762868989018
chr6,27865355,27893223,27869,*,0.0790291036438735,HIST1H2AL,chr6-27892776-27893670,3.52187856903245,0.000214250186122013,0.00103322579582898
chr6,27867499,27867529,31,*,0.152871611656494,HIST1H1B,chr6-27867070-27867927,6.9681795653893,1.60534136311313e-12,1.228723183005e-10
chr6,27867529,27872201,4673,*,0.0671164013818558,HIST1H1B,chr6-27871797-27872605,3.02007097050514,0.00126357730495569,0.00407284075166866
chr6,27867529,27873512,5984,*,0.089170750265174,HIST1H1B,chr6-27873068-27873956,3.39628114197301,0.000341540796154469,0.00148238414210753
chr6,27867529,27890822,23294,*,0.160283445801515,HIST1H1B,chr6-27890364-27891279,5.86225124431228,2.28316695707492e-09,9.19192452090608e-08
chr6,27867529,27893223,25695,*,0.0935229762194176,HIST1H1B,chr6-27892776-27893670,4.39743404868629,5.47690765991432e-06,5.57165585149933e-05
chr6,29552758,29559925,7168,*,0.181779839584136,UBD,chr6-29552434-29553081,6.54361176962978,3.00252830702997e-11,1.9050251969077e-09
chr6,31568781,31615184,46404,*,0.0589647738395647,AIF1,chr6-31568340-31569222,1.86524316480052,0.0310736638406696,0.0382432891882871
chr6,31582522,31827490,244969,*,-0.0686795565436721,LTB,chr6-31827036-31827944,-1.69002331735263,0.0455117469022487,0.0473581449207258
chr6,31586819,31615184,28366,*,0.0667367675815617,AIF1,chr6-31586353-31587285,1.74830605169446,0.0402055229492275,0.0441788253072294
chr6,31615184,31815462,200279,*,0.0612129561713715,AIF1,chr6-31815170-31815754,1.77445051883601,0.0379943299308167,0.0427059811017246
chr6,31615184,31827490,212307,*,0.0580291938426721,AIF1,chr6-31827036-31827944,1.93185001613294,0.0266890103285271,0.0346511598826488
chr6,31681094,31897785,216692,*,0.0604450974354939,C2,chr6-31680688-31681500,1.79247466166514,0.0365284822349675,0.0418756282139241
chr6,31862958,32224067,361110,*,0.086124550525366,NOTCH4,chr6-31862505-31863411,5.0451989577374,2.26524844861965e-07,4.07575672359849e-06
chr6,32437524,32439842,2319,*,0.128661403176727,HLA-DRA,chr6-32437103-32437945,3.02797137988629,0.00123100701662321,0.00399187345941972
chr6,32437524,32530287,92764,*,0.10726497057896,HLA-DRB5,chr6-32437103-32437945,3.50310709444763,0.000229932266099521,0.0010912730188306
chr6,32437524,32589848,152325,*,0.102398836487691,HLA-DRB1,chr6-32437103-32437945,2.75664243484125,0.00291990861816757,0.00768751649781824
chr6,32437524,32628179,190656,*,0.126102036848425,HLA-DQA1,chr6-32437103-32437945,3.25500121636605,0.000566959401005116,0.00221905700620671
chr6,32437524,32668383,230860,*,0.0982361160084983,HLA-DQB1,chr6-32437103-32437945,3.10440862527188,0.000953299046954585,0.00330230460087285
chr6,32439822,32439842,21,*,0.0909031677459111,HLA-DRA,chr6-32439373-32440270,3.00486592016853,0.00132848973262327,0.00422001152220645
chr6,32439822,32530287,90466,*,0.0879094240047119,HLA-DRB5,chr6-32439373-32440270,3.17627699044296,0.000745892190586572,0.0027247667750064
chr6,32439822,32589848,150027,*,0.0842858621450447,HLA-DRB1,chr6-32439373-32440270,2.71941761528385,0.00326984918037725,0.00836013401260822
chr6,32439822,32628179,188358,*,0.0999963277267477,HLA-DQA1,chr6-32439373-32440270,3.09535794652702,0.000982877545331081,0.00337663097720973
chr6,32439822,32668383,228562,*,0.0902995025665379,HLA-DQB1,chr6-32439373-32440270,3.33929355844702,0.000419958769005796,0.00174422151950556
chr6,32439842,32473560,33719,*,0.126879995005787,HLA-DRA,chr6-32473117-32474002,2.57683417430704,0.00498548861806072,0.0112599653940463
chr6,32439842,32530242,90401,*,0.103827708871704,HLA-DRA,chr6-32529811-32530673,2.20646286999821,0.0136758036133113,0.0224607374057858
chr6,32439842,32589807,149966,*,0.0887792142869502,HLA-DRA,chr6-32589364-32590249,2.36972492988507,0.00890066175714078,0.0167514429591995
chr6,32439842,32610018,170177,*,0.0794371055843553,HLA-DRA,chr6-32609571-32610465,2.38533829969993,0.00853171095763272,0.0163059493609611
chr6,32439842,32623126,183285,*,0.0720381052519728,HLA-DRA,chr6-32622730-32623522,3.58514173504425,0.000168447596139669,0.00085052807181726
chr6,32439842,32637318,197477,*,0.138997063733385,HLA-DRA,chr6-32636859-32637776,3.10130792848321,0.000963339099176076,0.00332771876726585
chr6,32439842,32664835,224994,*,0.0700456955709938,HLA-DRA,chr6-32664429-32665241,2.11192050676808,0.0173466340788353,0.0262293726961881
chr6,32439842,32666694,226853,*,0.154922494894862,HLA-DRA,chr6-32666256-32667132,3.80137175109356,7.19486075022515e-05,0.000440274346923676
chr6,32439842,32668559,228718,*,0.127646955762067,HLA-DRA,chr6-32668058-32669060,2.61937545944183,0.00440454659427421,0.0103300928823854
chr6,32439842,32937374,497533,*,0.075865934154977,HLA-DRA,chr6-32936934-32937814,1.85847551415281,0.0315507587085422,0.0385126767682674
chr6,32473560,32530287,56728,*,0.105831013938396,HLA-DRB5,chr6-32473117-32474002,2.51903631025101,0.00588382604060837,0.0126755440136092
chr6,32473560,32589848,116289,*,0.131487640027212,HLA-DRB1,chr6-32473117-32474002,2.82959998150549,0.00233031176464098,0.00645790995925219
chr6,32473560,32628179,154620,*,0.130441191045624,HLA-DQA1,chr6-32473117-32474002,2.94499892114405,0.00161477894490314,0.00492814181792591
chr6,32473560,32668383,194824,*,0.130163307685196,HLA-DQB1,chr6-32473117-32474002,3.2436514591239,0.000590040258120898,0.00228161517614994
chr6,32473560,32941070,467511,*,0.115363235962553,HLA-DMB,chr6-32473117-32474002,2.84973333895172,0.00218779485064926,0.00616275266676024
chr6,32530242,32530287,46,*,0.0890139802423096,HLA-DRB5,chr6-32529811-32530673,2.12412974141741,0.0168296480822826,0.0257545423842484
chr6,32530242,32589848,59607,*,0.101261596941245,HLA-DRB1,chr6-32529811-32530673,2.43705109597739,0.00740379342303314,0.0148878615036972
chr6,32530242,32628179,97938,*,0.102729805634626,HLA-DQA1,chr6-32529811-32530673,2.38384593139046,0.00856638674695652,0.0163463066457556
chr6,32530242,32668383,138142,*,0.0951980675230149,HLA-DQB1,chr6-32529811-32530673,2.46654428663826,0.00682119285998255,0.0140633029175963
chr6,32530242,32941070,410829,*,0.100611829061725,HLA-DMB,chr6-32529811-32530673,2.54553335875641,0.005455546900912,0.0120176551650058
chr6,32530287,32589807,59521,*,0.10824940572795,HLA-DRB5,chr6-32589364-32590249,2.81531212264227,0.00243649402577819,0.00667792948096828
chr6,32530287,32610018,79732,*,0.085687049634235,HLA-DRB5,chr6-32609571-32610465,2.63011561762,0.00426779169092191,0.0101176457884098
chr6,32530287,32623126,92840,*,0.0527168464976058,HLA-DRB5,chr6-32622730-32623522,3.16835031967142,0.000766533340078129,0.00279170979294316
chr6,32530287,32637318,107032,*,0.12569770331067,HLA-DRB5,chr6-32636859-32637776,3.59846814983356,0.000160048521182166,0.000818284937456529
chr6,32530287,32664835,134549,*,0.0663955431171102,HLA-DRB5,chr6-32664429-32665241,2.26651982763552,0.011709787287045,0.0203037016534092
chr6,32530287,32666694,136408,*,0.143411238050443,HLA-DRB5,chr6-32666256-32667132,3.6304471164163,0.000141465336279834,0.000747147701578708
chr6,32530287,32668559,138273,*,0.0937050052203661,HLA-DRB5,chr6-32668058-32669060,2.12437309346846,0.016819479034274,0.0257529818469068
chr6,32530287,32945592,415306,*,0.0623437674731041,HLA-DRB5,chr6-32945145-32946038,2.31961612009362,0.010180826515415,0.0184417526135729
chr6,32530287,32953208,422922,*,0.0795040277606671,HLA-DRB5,chr6-32952746-32953669,1.70430440293559,0.0441621164217603,0.0465973140887808
chr6,32530287,33009666,479380,*,0.07613661251408,HLA-DRB5,chr6-33009195-33010137,1.80660736525392,0.0354117601546054,0.0411343957502586
chr6,32530287,33019076,488790,*,0.0949400244202341,HLA-DRB5,chr6-33018625-33019526,3.24855094617105,0.000579972175421109,0.00224990010448961
chr6,32530287,33029559,499273,*,0.131552615928681,HLA-DRB5,chr6-33029117-33030000,2.67432280992729,0.00374401673243091,0.00919341470397157
chr6,32584119,32668383,84265,*,0.0616159656283675,HLA-DQB1,chr6-32583691-32584547,1.72997045420047,0.0418177770848366,0.0452119554042785
chr6,32584119,33080775,496657,*,0.0651071938103292,HLA-DPA1,chr6-32583691-32584547,1.76279686345786,0.0389673783114905,0.0434413126316846
chr6,32589807,32589848,42,*,0.0774221879486801,HLA-DRB1,chr6-32589364-32590249,2.21461228278961,0.0133933441107374,0.0221969600835875
chr6,32589807,32628179,38373,*,0.0870707082453544,HLA-DQA1,chr6-32589364-32590249,2.34544213486023,0.00950226414964086,0.0175396997641546
chr6,32589807,32817048,227242,*,0.0636013361533853,HLA-DOB,chr6-32589364-32590249,4.54340018308142,2.76770113225447e-06,3.25508655115392e-05
chr6,32589807,33075926,486120,*,0.0800648562977652,HLA-DPB1,chr6-32589364-32590249,2.40391559084164,0.00811025906129213,0.0158138573366562
chr6,32589807,33080775,490969,*,0.0877169838717319,HLA-DPA1,chr6-32589364-32590249,2.2879663662529,0.0110697399330876,0.0196172943563493
chr6,32589848,32610018,20171,*,0.0841199234509321,HLA-DRB1,chr6-32609571-32610465,3.23557152462261,0.000606997331094737,0.00232829055175045
chr6,32589848,32623126,33279,*,0.0893858080588975,HLA-DRB1,chr6-32622730-32623522,4.18292118652405,1.43893590239629e-05,0.000125428532324864
chr6,32589848,32637318,47471,*,0.0969382979400449,HLA-DRB1,chr6-32636859-32637776,2.57572687006521,0.00500148135726926,0.0112730335895637
chr6,32589848,32664835,74988,*,0.0763736036553948,HLA-DRB1,chr6-32664429-32665241,2.24902748889016,0.0122553736098418,0.0210453744824277
chr6,32589848,32666694,76847,*,0.146372113802386,HLA-DRB1,chr6-32666256-32667132,3.49785637847108,0.000234506814223774,0.00110861946881082
chr6,32589848,32668559,78712,*,0.0849784618903752,HLA-DRB1,chr6-32668058-32669060,2.05639404960897,0.0198722746955884,0.0287673697334516
chr6,32589848,32941118,351271,*,0.08722092588463,HLA-DRB1,chr6-32940766-32941470,1.66157920900607,0.0482985874594267,0.0489207733980536
chr6,32589848,32953208,363361,*,0.0973718529771131,HLA-DRB1,chr6-32952746-32953669,2.04833185965198,0.0202637466289845,0.0291242283889608
chr6,32589848,33009666,419819,*,0.101559453081275,HLA-DRB1,chr6-33009195-33010137,2.32460354254647,0.0100465846018507,0.0182753533154612
chr6,32589848,33019076,429229,*,0.0889318534752687,HLA-DRB1,chr6-33018625-33019526,3.31677964385417,0.00045530703243655,0.00186283932295099
chr6,32589848,33029559,439712,*,0.13523582541763,HLA-DRB1,chr6-33029117-33030000,2.8481938363782,0.00219840679345507,0.00618478270597455
chr6,32589848,33073718,483871,*,0.0975295189699258,HLA-DRB1,chr6-33073286-33074149,3.00927326691357,0.00130936729580574,0.00417853679707165
chr6,32589848,33075911,486064,*,0.111148496401288,HLA-DRB1,chr6-33075480-33076342,2.71763152779224,0.00328755081772605,0.00839648837027279
chr6,32610018,32628179,18162,*,0.0755937065849455,HLA-DQA1,chr6-32609571-32610465,2.45905936456496,0.00696507906737148,0.0142674644277253
chr6,32610018,32668383,58366,*,0.0758417609591219,HLA-DQB1,chr6-32609571-32610465,2.48907691976088,0.0064037626393278,0.0134907844652499
chr6,32610018,32941070,331053,*,0.0767651165463669,HLA-DMB,chr6-32609571-32610465,2.536516674659,0.00559807053122565,0.0122476842566108
chr6,32610018,33080775,470758,*,0.0845080698226311,HLA-DPA1,chr6-32609571-32610465,2.98642486510075,0.00141130094788811,0.00441230657281281
chr6,32623126,32628179,5054,*,0.0546148723549015,HLA-DQA1,chr6-32622730-32623522,2.82266934053299,0.00238128315336317,0.00655355933262647
chr6,32623126,32668383,45258,*,0.0558494663461185,HLA-DQB1,chr6-32622730-32623522,2.53970420165619,0.00554731289207945,0.0121697646795301
chr6,32623126,32941070,317945,*,0.0730102577438468,HLA-DMB,chr6-32622730-32623522,3.14394031442942,0.00083344717046664,0.00298136665874639
chr6,32623126,33075926,452801,*,0.0685969124886523,HLA-DPB1,chr6-32622730-32623522,3.40223337626843,0.00033418768116813,0.00145832850551378
chr6,32628179,32637318,9140,*,0.117544979601175,HLA-DQA1,chr6-32636859-32637776,2.92779956151189,0.00170685018212242,0.00513159171564631
chr6,32628179,32664835,36657,*,0.070505118135423,HLA-DQA1,chr6-32664429-32665241,2.1143615278033,0.0172422004712376,0.0261617025400591
chr6,32628179,32666694,38516,*,0.149827343584449,HLA-DQA1,chr6-32666256-32667132,3.52057366556018,0.00021530718108384,0.0010361389492877
chr6,32628179,32668559,40381,*,0.131776539606503,HLA-DQA1,chr6-32668058-32669060,2.86503558224604,0.00208481193500486,0.00595754253865743
chr6,32628179,32937374,309196,*,0.0787775556954406,HLA-DQA1,chr6-32936934-32937814,1.87844179191426,0.0301603764520262,0.037463507277607
chr6,32628179,32941118,312940,*,0.0915063289409805,HLA-DQA1,chr6-32940766-32941470,1.78219055754819,0.0373590810474424,0.0423971496377423
chr6,32628179,32953208,325030,*,0.0862845331713799,HLA-DQA1,chr6-32952746-32953669,1.87654981245634,0.0302899107236671,0.0375589212047786
chr6,32628179,33009666,381488,*,0.0825789384650321,HLA-DQA1,chr6-33009195-33010137,1.9937531141247,0.0230895208629325,0.0314690982478973
chr6,32628179,33019076,390898,*,0.0882667098326685,HLA-DQA1,chr6-33018625-33019526,3.49851356132341,0.000233929648062227,0.00110697621487346
chr6,32628179,33029559,401381,*,0.131759344918501,HLA-DQA1,chr6-33029117-33030000,2.61500086378442,0.00446136149158302,0.0104348178230158
chr6,32628179,33073718,445540,*,0.0758223675430945,HLA-DQA1,chr6-33073286-33074149,2.52784948090899,0.00573817707781388,0.0124582860825629
chr6,32628179,33075911,447733,*,0.140692184758907,HLA-DQA1,chr6-33075480-33076342,3.12591881731896,0.000886252379326848,0.00311934961541172
chr6,32637318,32668383,31066,*,0.101117735546383,HLA-DQB1,chr6-32636859-32637776,2.64289446548512,0.00411003260228705,0.00985057918967711
chr6,32637318,32941070,303753,*,0.0943779707875115,HLA-DMB,chr6-32636859-32637776,2.46621342181479,0.00682749733100227,0.0140633029175963
chr6,32637318,33075926,438609,*,0.112439722058119,HLA-DPB1,chr6-32636859-32637776,2.81536160675459,0.00243611884515556,0.00667792948096828
chr6,32637318,33080775,443458,*,0.0976796591369036,HLA-DPA1,chr6-32636859-32637776,2.48601636522354,0.00645910124299634,0.013577064600579
chr6,32664835,32668383,3549,*,0.0595497128716689,HLA-DQB1,chr6-32664429-32665241,1.99852981411628,0.0228296254893879,0.0312730914859684
chr6,32664835,32941070,276236,*,0.0675005637013641,HLA-DMB,chr6-32664429-32665241,2.33513030392032,0.00976830733795256,0.0178838614962621
chr6,32664835,33075926,411092,*,0.05502376277125,HLA-DPB1,chr6-32664429-32665241,2.04066689245027,0.0206419741470887,0.0294701399831231
chr6,32664835,33080775,415941,*,0.0583083893267642,HLA-DPA1,chr6-32664429-32665241,1.87677677315003,0.0302743475764457,0.0375589212047786
chr6,32666694,32668383,1690,*,0.155999576022291,HLA-DQB1,chr6-32666256-32667132,4.05687329007721,2.48670229189352e-05,0.000191461497699421
